trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
784,False,"{'a': 0.6, 'e': 1.6269262807163682e-06}",25,18,11.164741169580225,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.6, 'e': 1.6227838857560144e-06}",25,15,16.530081764711202,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.6, 'e': 1.618657291403635e-06}",25,2,34.64703536098737,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.6, 'e': 1.614546417402227e-06}",20,9,24.489844495492335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.6, 'e': 1.6104511840037105e-06}",20,9,22.183439090721805,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.6, 'e': 1.6063715119650582e-06}",30,7,44.26186864637696,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.6, 'e': 1.602307322544464e-06}",20,10,15.297707565664346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.6, 'e': 1.5982585374975428e-06}",30,10,42.31644479512069,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.6, 'e': 1.594225079073564e-06}",20,8,21.75762531349624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.6, 'e': 1.5902068700117197e-06}",20,0,30.103315217228076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.6, 'e': 1.5862038335374248e-06}",20,12,16.335108121020504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.6, 'e': 1.5822158933586488e-06}",25,14,16.26825248365982,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.6, 'e': 1.5782429736622812e-06}",20,12,16.73553886351537,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.6, 'e': 1.574284999110529e-06}",25,18,12.610553875381004,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.6, 'e': 1.570341894837344e-06}",30,6,44.06303063085462,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.6, 'e': 1.5664135864448834e-06}",30,18,26.565904296306183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.6, 'e': 1.5625e-06}",25,13,27.28790021434184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.6, 'e': 1.5586010620307636e-06}",20,12,12.724432133974913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.6, 'e': 1.554716699523013e-06}",20,12,14.866802799778373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.6, 'e': 1.5508468399169367e-06}",30,18,23.023409906111844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
